vid_id,tr,en
lB1UPJ4leqs_0_6@4,küçük bir kız uyanıyor,a little girl is waking up
lB1UPJ4leqs_0_6@5,bir kız uykudan uyanıyor,a girl is waking from sleep
lB1UPJ4leqs_0_6@6,küçük bir kız yatakta uyanır,a little girl wakes up in bed
lB1UPJ4leqs_0_6@7,bir kız yatakta uyanıyor,a girl is waking up in bed
lB1UPJ4leqs_0_6@8,bir çocuk yataktan kalkıyor,a kid is getting up out of bed
lB1UPJ4leqs_0_6@9,bir kız yataktan kalkar,a girl gets up out of bed
lB1UPJ4leqs_0_6@10,küçük kız kestirmesinden uyandı,the little girl woke up from her nap
lB1UPJ4leqs_0_6@11,kız uyandı,the girl woke up
lB1UPJ4leqs_0_6@12,bir kız yataktan kalkmaya başlar,a girl starts getting out of bed
lB1UPJ4leqs_0_6@13,küçük kız yatağında uyandı,the little girl woke up in her bed
lB1UPJ4leqs_0_6@14,uyanan bir kız,a girl waking up
lB1UPJ4leqs_0_6@15,küçük bir kız yatakta yatıyor,a little girl is laying in bed
lB1UPJ4leqs_0_6@16,bir reklamın nasıl olması gerektiği reklamda mobil veya sim kart veya müşteri hizmetleri uzmanı işareti bulunmadığı halde olmalarına rağmen bu yine de harika bir etki yaratıyor,thats wat an advertisement should be like there is no sign of mobile or simcard or customer service guys in the ad although it is about them but still makes a gr8 impact
lB1UPJ4leqs_0_6@17,bir çocuk yatakta yatıyor,a child is laying in bed
lB1UPJ4leqs_0_6@18,bir çocuk uyanır,a child wakes up
lB1UPJ4leqs_0_6@19,yataktan kalkıp çorap giyen küçük bir kız,a little girl getting up from bed and wearing socks
lB1UPJ4leqs_0_6@20,küçük bir kız yatakta uyanıyor,a little girl is waking up in bed
lB1UPJ4leqs_0_6@21,bebek onları uyandırır,the baby is wake up them
lB1UPJ4leqs_0_6@22,kız uyandı,the girl woke up
lB1UPJ4leqs_0_6@23,küçük kız kestirmesinden uyandı,the little girl woke up from her nap
lB1UPJ4leqs_0_6@24,kız uyandı,the girl is wake up
lB1UPJ4leqs_1_6@1,bir yatakta yatan genç bir kız uyanmak için görünür,a young girl lying in a bed appears to wake up
lB1UPJ4leqs_1_6@2,bir kız yataktan uyanır,a girl wakes up from bed
lB1UPJ4leqs_1_6@3,bir kız yataktan uyanır,a girls wakes up from bed
lB1UPJ4leqs_1_6@4,küçük bir kız yatakta uyuyor ve sonra uyanıyor,a little girl is sleeping in bed and then wakes up
lB1UPJ4leqs_1_6@5,küçük bir kız uyanıyor,a little girl is waking up
lB1UPJ4leqs_1_6@6,bir kız uykudan uyanıyor,a girl is wakening from sleep
lB1UPJ4leqs_1_6@7,bir çocuk uyanıyor,a child is waking up
lB1UPJ4leqs_1_6@8,bir kız uyanıyor,a girl is waking up
lB1UPJ4leqs_1_6@9,bir kız uyanıyor,a girl is waking up
lB1UPJ4leqs_1_6@10,bir kız yatakta uyanır,a girl wakes up in bed
lB1UPJ4leqs_1_6@11,küçük kız uyandıktan sonra yatağa oturdu,the little girl sat up in bed after waking up
lB1UPJ4leqs_1_6@12,kız uyandı,the girl woke up
lB1UPJ4leqs_1_6@13,bir kadın yataktan kalkmaya başlar,a woman starts getting out of bed
lB1UPJ4leqs_1_6@14,yatakta bir çocuk uyanıyor,a child in bed is waking up
lB1UPJ4leqs_1_6@15,küçük kız uykusundan uyandı,the little girl woke up from her sleep
lB1UPJ4leqs_1_6@16,bir kız yatağında yatıyor,a girl is laying in her bed
lB1UPJ4leqs_1_6@17,bir küçük kız yatakta uyuyor,one little girl is sleeping on bed
lB1UPJ4leqs_1_6@18,kız uyandı,the girl is wake up
lB1UPJ4leqs_1_6@20,küçük bir kız yatakta uyanır,a little girl wakes up in bed
lB1UPJ4leqs_1_6@21,bir kız yataktan uyanıyor,a girl is waking up from bed
lB1UPJ4leqs_1_6@22,memnuniyetle yardım ettim,happy to help
lB1UPJ4leqs_1_6@23,bebek yatağa oturuyor,a baby is getting on the bed
lB1UPJ4leqs_1_6@24,küçük kız devrildi ve oturdu,the little girl rolled over and sat up
lB1UPJ4leqs_1_6@25,kız uykusundan uyandı,the girl woke up from sleep
lB1UPJ4leqs_1_6@26,bir kız oturuyor,a girl is sitting up
lFdg5CWMTt0_24_28@1,adam eline vurmak için çekiç kullandı,the man used a hammer to hit his hand
lFdg5CWMTt0_24_28@2,bir çekiç bir adam parmağına vurur ve ahşap basamaklarında başladı,a man hammering something hits his thumb and kicks out at the wooden steps
lFdg5CWMTt0_24_28@3,bir adam dövme yaparken parmağını vurur,a man hits his thumb while hammering
lFdg5CWMTt0_24_28@4,bir adam elini bir çekiçle yaralar,a man injures his hand with a hammer
lFdg5CWMTt0_24_28@5,bir adam parmağını çekiçle vurur,a man hit his finger with a hammer
lFdg5CWMTt0_24_28@6,bir adam ellerini çekiçle vuruyor,a man is hitting his hands with hammer
lFdg5CWMTt0_24_28@7,bir adam parmağını çekiçle vurur ve öfkeyle tepki verir,a man hits his finger with a hammer and reacts angrily
lFdg5CWMTt0_24_28@8,bir adam parmağını dövüyor,a man is hammering his finger
lFdg5CWMTt0_24_28@9,bir adam parmağını çekiçle vurur,a man hits his thumb with a hammer
lFdg5CWMTt0_24_28@10,bir adam parmağını çekiçle parçalıyor,a man is smashing his thumb with a hammer
lFdg5CWMTt0_24_28@11,birisi parmağını çekiçle vurur,someone hits his finger with a hammer
lFdg5CWMTt0_24_28@12,bir adam elini bir çekiçle parçaladı,a man smashes his hand with a hammer
lFdg5CWMTt0_24_28@13,adam parmağını çekiçle vurdu,the man hit his thumb with the hammer
lFdg5CWMTt0_24_28@14,adam parmağını çekiçle vurdu,the man hit his thumb with a hammer
lFdg5CWMTt0_24_28@15,bir adam parmağını çekiçle vurur,a man hits his finger with a hammer
lFdg5CWMTt0_24_28@16,bir adam parmağını çekiçle vurur,a man hit his finger with a hammer
lFdg5CWMTt0_24_28@17,dövme yaparken kendini yaralayan bir adam,a man injuring himself while hammering
lFdg5CWMTt0_24_28@18,bir adam kendini çekiçle vurur,a man hits himself with a hammer
lFdg5CWMTt0_24_28@19,kişi duvarı atıyor,the person is beating the wall
lFdg5CWMTt0_24_28@20,bir adam elini bir çekiçle vurdu,a man hit his hand by a hammer
lFdg5CWMTt0_24_28@22,bir adam elini bir çekiçle vurur,a man hits his hand with a hammer
lFdg5CWMTt0_24_28@23,bir adam parmağını bir çekiçle parçaladı,a man smashes his finger with a hammer
lFdg5CWMTt0_24_28@24,ah parmağım,ouch my thumb
lFdg5CWMTt0_24_28@25,tuhaf bir film exploitica 17,a movie something weird exploitica 17
lFdg5CWMTt0_24_28@26,bir şey vuran bir adam,a man hitting something
lFdg5CWMTt0_24_28@27,bir adam kendini çekiçle incitiyor,a man hurting himself with a hammer
lFdg5CWMTt0_24_28@28,bir adam parmağını çiviledi,a man has nailed his finger
lFdg5CWMTt0_24_28@29,bir kişi çekiç kullanıyor ve çekiçle parmaklarına çarpıyor,a person is using a hammer and hit s their finger with the hammer
lFdg5CWMTt0_24_28@31,bir adam yanlışlıkla parmaklarına çarpıyor,a man hits his fingers by mistake
lFdg5CWMTt0_24_28@32,bir adam parmağına çekiçle vuruyor,a man is hitting his thumb with a hammer
lFdg5CWMTt0_24_28@33,aptal bir adam,a foolish man
lFdg5CWMTt0_24_28@34,yanlışlıkla bir adamın parmağını kırması,a man accidentally hammers his finger
lFdg5CWMTt0_24_28@35,adam elini çekiçle vurdu,the man hit his hand with a hammer
lFdg5CWMTt0_24_28@36,bir adam parmağını çekiçle vurur,a man hits his thumb with a hammer
lFdg5CWMTt0_24_28@37,birisi parmağını çekiçle vurur,someone hits his thumb with a hammer
lFyPUgJCmtU_100_110@1,ip atlayan bir adam,a man jumping rope
lFyPUgJCmtU_100_110@2,erkek bir ip atlıyor,a boy is skipping a rope
lFyPUgJCmtU_100_110@3,bir adam ip atlama yapıyor,a man is doing rope skipping
lFyPUgJCmtU_100_110@4,bir adam bir geçitte ip atlıyor,a man is jumping rope on a walkway
lFyPUgJCmtU_100_110@5,bir adam dışarıda ip atlıyor,a man is jumping rope outside
lFyPUgJCmtU_100_110@6,bir adam ip atlıyor,a man is jumping rope
lFyPUgJCmtU_100_110@7,bir adam ip atlıyor,a man is jumping rope
lFyPUgJCmtU_100_110@8,bir adam ip atlıyor,a man is jumping rope
lFyPUgJCmtU_100_110@9,bir adam ipi atlıyor,a man is jumproping
lFyPUgJCmtU_100_110@10,bir adam evinin dışındaki yola atlıyor,a man is skipping on the pathway outside his house
lFyPUgJCmtU_100_110@11,bir adam onun ön bahçesinde ip atlar,a man jumps rope in his front yard
lFyPUgJCmtU_100_110@12,bir kişi ip atlıyor,a person is skipping rope
lFyPUgJCmtU_100_110@13,kilolu bir adam ip atlıyor,an overweight man is skipping rope
lFyPUgJCmtU_100_110@14,adam ip atlıyor,the man is jumping rope
lFyPUgJCmtU_100_110@15,evinin önünde atlama egzersizi yapan bir erkek,one man doing skipping excerise infront of his home
lFyPUgJCmtU_100_110@16,bir adam atlama egzersizi yapıyor,a man is doing skipping excercise
lFyPUgJCmtU_100_110@17,bir adam atlama egzersizi yapıyor,a man is doing skipping excercise
lFyPUgJCmtU_100_110@18,bir adam evin önünde duruyor,a man is standing in front of the house
lFyPUgJCmtU_100_110@19,evinin dışında ip atlayan genç bir adam,a young man jumping rope outside his house
lFyPUgJCmtU_100_110@20,atlama egzersizi sağlık için çok iyidir,skipping exercise is very good for his health
lFyPUgJCmtU_100_110@21,sağlık için atlıyor,he is skipping for his good health
lFyPUgJCmtU_100_110@22,bir çocuk ip atlıyor,a boy is skipping rope
lFyPUgJCmtU_100_110@23,bir adam atlama denilen bir egzersizi yapıyor,a man is doing an exercise called skipping
lFyPUgJCmtU_100_110@24,bir adam atlayarak egzersiz yapıyor,a man is doing excercise by hopping
lFyPUgJCmtU_100_110@25,bir adam atlıyor,a man is jumping
lFyPUgJCmtU_100_110@26,bir adam evinin yanında ip atlıyor,a man is jumping rope by the side of his house
lFyPUgJCmtU_100_110@27,bir adam kaldırımda ip atlıyor,a man is jumping rope on the sidewalk
lFyPUgJCmtU_100_110@28,bir adam dışarıda ip atlıyor,a man is jumping rope outside
lFyPUgJCmtU_100_110@29,bir adam ip atlıyor,a man is jumping rope
lFyPUgJCmtU_100_110@30,bir adam ip atlıyor,a man is jumping rope
lFyPUgJCmtU_100_110@31,bir adam ip atlıyor,a man is jumping rope
lFyPUgJCmtU_100_110@32,bir adam ip atlıyor,a man is jumping rope
lFyPUgJCmtU_100_110@33,bir adam ip atlıyor,a man is jumping rope
lFyPUgJCmtU_100_110@34,bir adam ip atlıyor,a man is jumping rope
lFyPUgJCmtU_100_110@35,bir adam ip atlıyor,a man is jumproping
lFyPUgJCmtU_100_110@36,bir adam atlıyor,a man is skipping
lFyPUgJCmtU_100_110@37,bir adam atlıyor,a man is skipping
lFyPUgJCmtU_100_110@38,bir adam ip atlama kullanıyor,a man is using a jumping rope
lFyPUgJCmtU_100_110@39,bir adam onun ip atlamasını kullanıyor,a man is using his jump rope
lFyPUgJCmtU_100_110@40,dışarıda bir adam atlıyor,a man jump roped outside
lFyPUgJCmtU_100_110@41,bir adam ip atlar,a man jumps rope
lFyPUgJCmtU_100_110@42,bir adam bir ip ile uygulamaları yapıyor,a man practices with a jumprope
lFyPUgJCmtU_100_110@43,evinin dışında duran bir adam,a man standing outside his house
lFyPUgJCmtU_100_110@44,bir kişi atlıyor,a person is skipping
lFyPUgJCmtU_100_110@45,eğer ordu onu yeniden şekillendirirse,if the army wo nt whip him back into shape
lFyPUgJCmtU_100_110@46,adam ip atlıyor,man is jumping the rope
lFyPUgJCmtU_100_110@47,adam ip atlıyor,the man is jumping rope
lFyPUgJCmtU_100_110@48,adam ip atlıyor,the man is jumping rope
lFyPUgJCmtU_100_110@49,adam ön bahçesine ip atladı,the man jump roped in his front yard
lFyPUgJCmtU_100_110@50,bir adam atlama egzersiz yapıyor,a man is doing jumping exercise
lGk1MA6YP-M_36_48@1,bir kadın atını yürüyüş hızında sürüyor,a woman rides her horse at walking speed
lGk1MA6YP-M_36_48@3,bir jokey bir arenada ata biniyor,a jockey rides a horse around an arena
lGk1MA6YP-M_36_48@5,bir kişi bir çevre boyunca ata biniyor,a person is riding a horse along a perimeter
lGk1MA6YP-M_36_48@7,bir kişi bir atını ata biniyor,a person is riding their horse in an arena
lGk1MA6YP-M_36_48@8,bir kadın bir arenada ata biniyor,a woman is riding a horse in an arena
lGk1MA6YP-M_36_48@9,bir kadın bir arenada ata biniyor,a woman is riding a horse in an arena
lGk1MA6YP-M_36_48@11,bir stadyumun çevresine giren bir kadın at üstünde oturuyor,a woman is seated on a horse as it prances along the periphery of a stadium
lGk1MA6YP-M_36_48@12,bir kadın bir stadyumda bir gösteri atına biniyor,a woman rides a show horse in a stadium
lGk1MA6YP-M_36_48@13,at ve binici bir yarışmada,the horse and rider performed in a competition
lGk1MA6YP-M_36_48@14,at ve binici halka etrafında koştu,the horse and rider trotted around the ring
lGk1MA6YP-M_36_48@17,bir kız bir stadyumda ata biniyor,a girl is riding a horse in a stadium
lGk1MA6YP-M_36_48@19,bir adam ata biniyor,a man is rading a horse
lGk1MA6YP-M_36_48@20,at üstünde yürüyen bir adam,a men walking on horse
lGk1MA6YP-M_36_48@21,güzelliği olan tatlı bir gösteri,a sweety show with a beuty
lGk1MA6YP-M_36_48@23,sirkte binmek,in circus horse ride
lGk1MA6YP-M_36_48@24,4 atlı bölge şovu,it is a 4horse district show
lGk1MA6YP-M_36_48@25,bir adam ata biniyor,one man riding on horse
lGk1MA6YP-M_36_48@26,birisi bir stadyumda atçılık yapıyor,someone is doing horse rig ding ina stadium
lGk1MA6YP-M_36_48@28,bir at yarışı var,there is a horse race
lGk1MA6YP-M_36_48@29,bir polo oyuncusunu alarak bir ata binen bir çocuk,a boy riding a horse by taking a getup of a polo player
lGk1MA6YP-M_36_48@31,bir kız ata biniyor,a girl is riding in the horse
lGk1MA6YP-M_36_48@32,bir özet gösterisine katılan bir kız,a girl participating in an equitation show
lGk1MA6YP-M_36_48@33,kapalı stadyumda ata binen bir jokey,a jockey riding a horse in an indoor stadium
lGk1MA6YP-M_36_48@36,bir adam ata biniyor,a man is riding his horse
lGk1MA6YP-M_36_48@38,bir adam ata biniyor,a man is riding on a horse
lGk1MA6YP-M_36_48@40,bir kişi bir stadyumda ata biniyor,a person is riding a horse in a stadium
lGk1MA6YP-M_36_48@41,bir kişi bir arenada ata biniyor,a person is riding a horse in an arena
lGk1MA6YP-M_36_48@44,bir binici atı ile içeride yürüyor,a rider is walking her horse inside
lGk1MA6YP-M_36_48@45,bir kadın bir stadyumda bir ata biniyor,a woman is riding a horse around in a stadium
lGk1MA6YP-M_36_48@46,bir kadın bir binicilik etkinliğinde ata biniyor,a woman is riding a horse in a equestrian event
lGk1MA6YP-M_36_48@50,bir kadın içeride bir ata biniyor,a woman is riding a tan horse inside
lGk1MA6YP-M_36_48@52,bir kadın gösteride atlamak için ata biniyor,a woman rides a horse for jumping show
lGk1MA6YP-M_36_48@53,bir yerde ata binen bir kadın,a woman riding on the horse in equitation ground
lGk1MA6YP-M_36_48@54,bazı ata binme,some one riding on horse
lGk1MA6YP-M_36_48@58,bir stadyumda binicilik gösterisi yapıyor,a horse riding show in a stadium
lKADopH3qFY_0_10@1,bir kedi ve gelincik oynuyor,a cat and a ferret are playing
lKADopH3qFY_0_10@2,bir kedi ve gelincik oyunu,a cat and a ferret play
lKADopH3qFY_0_10@3,bir kedi başka bir hayvanla savaşır,a cat fights with another animal
lKADopH3qFY_0_10@4,bir kedi gelincik ile oynuyor,a cat is playing with a ferret
lKADopH3qFY_0_10@5,bir kedi gelincik ile oynuyor,a cat is playing with a ferret
lKADopH3qFY_0_10@6,bir kedi gelincik ile oynuyor,a cat is playing with a ferret
lKADopH3qFY_0_10@7,bir kedi gelincik ile oynuyor,a cat is playing with a ferret
lKADopH3qFY_0_10@8,halı kaplı bir yerde yatan bir kedi,a cat lying on a carpeted floor is pawing a ferret standing nearby
lKADopH3qFY_0_10@9,bir kedi gelincik ile oynuyor,a cat plays with a ferret
lKADopH3qFY_0_10@10,meraklı bir yaban gelinciği bir pençe kedi temps,a curious ferret temps a clawing cat
lKADopH3qFY_0_10@11,gelincik ve kedi birbiriyle oynuyor,a ferret and a cat are playing with each other
lKADopH3qFY_0_10@12,yaban gelinciği ve yavru kedi birbirleriyle oynuyorlar,a ferret and a kitten are playing with each other
lKADopH3qFY_0_10@13,gelincik ve kedi kavgası,a ferret and cat fight
lKADopH3qFY_0_10@14,gelincik ve yavru kedi birlikte oynuyor,a ferret and kitten play together
lKADopH3qFY_0_10@15,bir yavru kedi ve gelinciğin şakacı güreşi,a kitten and a ferret are playfully wrestling
lKADopH3qFY_0_10@16,bir yavru kedi gelincik ile oynuyor,a kitten is playing with a ferret
lKADopH3qFY_0_10@17,bir yavru kedi gelincik ile oynuyor,a kitten is playing with a ferret
lKADopH3qFY_0_10@18,kedi gelincik ile oynuyor,the cat is playing with the ferret
lKADopH3qFY_0_10@19,kedi gelinciği boks yapmaya çalışırken tuttu,the cat kept trying to box the ferret
lKADopH3qFY_0_10@20,kedi gelinciği ondan uzak tutmaya çalıştı,the cat tried to keep the ferret away from him
lKADopH3qFY_0_10@21,yaban gelinciği ve kedi birbirleriyle kavga ediyor,ferret and cat fighting each other
lKADopH3qFY_0_10@22,evcil hayvanlar oynuyor,the pets are playing
lKADopH3qFY_0_10@23,bir kedi ve bir yavru kedi oynar,a cat and a kitten plays
lKADopH3qFY_0_10@24,bir kedi gelincik ile oynuyor,a cat is playing with a ferret
lKADopH3qFY_0_10@25,gelincik ve yavru kedi,the ferret and kitten
lKADopH3qFY_0_10@26,bir kedi ve gelincik oynuyor,a cat and a ferret are playing
lKADopH3qFY_0_10@27,halı üzerinde bir kedi ve gelincik oynuyor,a cat and a ferret are playing on the carpet
lKADopH3qFY_0_10@28,bir kedi ve gelincik oynuyor,a cat and a ferret are playing
lKADopH3qFY_0_10@29,bir yavru kedi ve gelincik birbirleriyle kavga ediyor,a kitten and a ferret are fighting each other
lKADopH3qFY_0_10@30,bir kedi ve gelincik oynuyor,a cat and a ferret are playing
lKADopH3qFY_0_10@31,yaban gelinciği kedi yavrusuna karşı,ferret vs kitten
lKADopH3qFY_0_10@32,hayvanlar oynuyor,animals are playing
lKADopH3qFY_0_10@33,yaban gelinciği bir yavru kedi ile oynuyor,a ferret is playing with a kitten
lKADopH3qFY_0_10@34,yaban gelinciği ve birbirleriyle kavga eden kedi,a ferret and cat fighting with each other
lKADopH3qFY_0_10@35,bir evde birbirleriyle oynayan bir kedi ve gelincik,a cat and mangoose playing with each other in a house
